,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
81785,2,5,5,5,2,2,3,1,2,4,2,3,5,1
21128,3,5,5,5,1,3,5,1,3,5,2,4,5,1
112527,2,4,2,3,3,3,2,2,1,5,2,1,2,1
86486,4,5,2,1,3,4,4,5,1,2,3,2,2,1
32678,5,5,3,1,3,5,3,5,1,1,2,2,3,1
42662,2,1,2,1,5,3,3,1,3,3,1,1,1,1
112857,3,4,1,4,5,5,5,1,4,3,2,1,1,1
58322,1,5,4,3,5,1,2,2,3,1,2,2,3,1
19003,3,5,3,3,1,3,3,3,3,3,2,3,3,1
2767,1,1,3,5,3,1,1,1,3,3,1,1,1,1
50973,3,5,4,1,1,1,1,5,5,4,1,3,4,1
92213,5,3,3,2,4,2,5,3,3,5,1,1,2,1
14159,3,3,3,1,5,5,1,3,1,3,1,1,2,1
132315,2,2,3,2,3,5,3,3,5,1,1,1,1,1
25576,5,1,5,3,5,5,3,5,5,5,1,1,1,3
44657,3,1,2,4,1,1,1,4,4,1,1,1,1,1
48744,1,1,4,5,3,3,2,3,4,4,1,1,1,1
126251,5,4,4,5,2,1,5,1,5,4,2,3,4,1
113616,1,5,2,5,1,5,3,2,3,4,2,1,2,1
83139,5,2,1,2,4,3,3,3,5,4,1,1,1,1
90405,5,3,3,1,5,2,4,1,3,1,1,1,1,1
22294,5,1,1,3,3,3,1,5,5,3,1,1,1,5
49362,5,4,2,3,2,3,4,5,4,3,2,1,1,1
127971,2,1,5,3,2,5,1,3,5,5,1,1,1,2
117453,1,1,5,4,5,4,3,2,5,5,1,1,1,1
27234,5,3,1,5,1,3,5,1,3,1,1,1,1,1
69950,2,1,2,2,1,2,1,3,1,1,1,1,1,1
8371,3,1,1,3,5,3,5,3,5,1,1,1,1,2
9177,3,1,3,1,3,3,1,1,5,1,1,1,1,2
89673,1,5,3,5,5,1,1,1,1,5,1,2,3,1
83213,4,4,1,2,5,5,2,3,5,1,1,1,1,1
140823,2,2,2,5,5,4,1,2,5,2,1,1,1,1
30100,5,3,5,3,5,1,3,1,1,1,1,2,3,1
6733,1,3,5,1,5,1,1,5,3,3,1,2,3,1
102417,2,3,2,2,3,5,1,4,3,1,2,1,2,1
104200,4,3,5,4,3,1,4,3,3,3,1,3,3,1
34304,5,5,5,1,5,1,5,3,5,3,2,4,5,1
58034,3,4,5,3,1,1,1,3,3,4,3,3,4,1
22165,5,1,1,3,1,3,5,5,3,1,1,1,1,2
35920,5,4,1,1,2,5,3,2,2,5,1,1,1,1
6155,1,3,3,3,5,1,5,3,1,5,1,1,2,1
4216,1,1,5,5,1,3,5,3,3,1,1,1,1,1
135490,3,4,3,3,5,4,1,5,4,2,3,2,3,1
78455,4,1,1,5,4,4,4,3,1,4,1,1,1,1
119698,4,3,1,5,1,5,5,4,2,2,2,1,1,1
75228,5,2,1,3,3,3,3,1,3,2,1,1,1,1
69888,5,2,2,4,4,1,5,4,2,5,1,1,1,1
112595,2,4,4,3,5,5,5,4,4,4,3,2,3,1
94514,4,1,2,1,4,3,3,2,1,1,1,1,1,1
9309,3,1,3,1,5,1,3,3,3,3,1,1,1,3
69879,3,5,1,2,1,5,3,4,2,3,2,1,1,1
104159,3,4,4,3,1,2,2,5,4,5,2,2,3,1
73114,2,4,5,5,3,4,2,2,2,2,2,3,3,1
76077,1,1,4,1,1,2,1,3,4,4,1,1,1,1
28649,5,3,3,3,5,5,1,5,5,3,1,1,2,1
41522,4,4,5,5,1,1,4,3,3,3,3,3,4,1
136328,4,1,2,3,2,4,2,1,5,5,1,1,1,2
63401,4,1,3,4,1,3,3,5,2,2,1,1,1,1
51742,2,2,3,5,1,3,1,2,3,4,2,1,1,1
31042,5,5,1,1,3,3,3,5,3,5,2,1,1,1
136541,2,1,1,2,1,2,5,1,2,2,1,1,1,1
17095,3,5,1,1,3,3,3,1,5,1,2,1,1,1
95496,5,4,5,2,3,4,2,4,3,2,2,2,3,1
90919,3,2,3,4,5,4,5,5,2,1,1,1,1,1
129027,4,1,3,3,4,5,4,2,5,3,1,1,1,1
14056,3,3,3,1,5,1,3,1,3,3,1,1,2,1
127155,5,4,3,1,1,4,1,3,3,5,1,2,3,1
129870,5,4,1,4,5,3,1,2,5,3,1,1,1,1
122277,5,2,2,4,2,5,1,4,1,1,1,1,1,1
60878,1,1,1,3,3,5,3,3,5,1,1,1,1,1
118974,3,2,5,3,5,2,1,3,1,1,1,2,2,1
28129,5,3,3,1,5,5,1,5,3,3,1,1,2,1
117527,3,2,3,5,1,5,3,5,3,5,1,1,1,1
59501,4,4,4,4,1,4,4,2,4,2,2,2,3,1
41238,3,4,1,2,2,3,2,4,3,2,2,1,1,1
84070,5,2,3,3,5,3,2,3,3,4,1,1,1,1
100791,4,2,3,2,1,2,4,1,2,1,1,1,1,1
103909,2,3,5,1,5,5,4,2,4,5,2,2,3,1
70610,3,2,4,5,1,1,3,5,4,1,1,1,1,1
103337,5,3,3,4,1,4,4,1,3,5,2,1,1,1
32728,5,5,3,1,5,1,3,3,5,3,2,2,3,1
21175,3,5,5,5,1,5,3,5,1,1,3,5,5,1
102238,5,1,1,4,4,2,5,4,4,3,1,1,1,2
97298,4,5,5,5,1,3,3,3,5,3,1,4,4,1
33224,5,5,3,3,5,1,1,1,3,5,2,2,3,1
101360,4,2,3,3,4,5,3,4,1,3,1,1,1,1
18305,3,5,1,5,5,3,1,3,3,5,2,1,1,1
64050,2,5,4,3,3,5,1,4,1,2,3,3,4,1
29005,5,3,3,5,3,5,3,3,1,1,1,1,2,1
74673,3,4,4,2,2,5,4,3,3,1,2,3,3,1
120582,3,3,2,2,2,3,1,2,5,3,1,1,1,1
91604,4,2,5,5,3,4,1,2,3,5,1,1,2,1
13269,3,3,1,5,1,3,5,3,5,1,1,1,1,1
84809,1,2,5,1,3,4,3,1,2,5,1,2,2,1
89414,4,3,2,5,5,1,3,2,3,4,1,1,2,1
49432,5,4,2,1,4,1,3,5,2,4,1,1,2,1
54714,5,3,5,2,4,3,2,3,3,2,2,2,3,1
81088,5,2,5,1,3,3,4,3,4,2,1,2,2,1
57763,2,2,1,2,1,3,2,3,5,4,1,1,1,1
105050,3,4,2,1,5,5,2,2,1,3,2,1,1,1
36421,3,3,3,4,5,2,1,3,4,4,2,1,2,1
109367,4,4,2,4,4,5,4,3,3,2,1,1,2,1
78835,2,3,4,4,3,2,1,1,3,1,1,2,2,1
28628,5,3,3,3,5,3,5,5,5,1,1,1,2,1
125909,1,3,4,4,1,4,1,2,5,5,1,2,2,1
116578,4,4,1,2,1,5,1,3,1,4,4,1,1,1
78382,1,2,2,1,2,2,3,3,2,4,1,1,1,1
46128,5,4,4,2,2,2,1,2,2,3,1,2,3,1
67391,3,3,5,2,4,5,3,2,4,2,2,3,3,1
59775,3,4,4,2,3,3,3,3,1,2,2,2,3,1
66130,5,1,1,5,4,4,2,5,3,2,1,1,1,1
24011,5,1,3,3,5,3,3,3,1,3,1,1,1,5
8197,3,1,1,3,3,3,5,5,5,3,1,1,1,5
75754,5,2,2,3,5,3,4,4,2,2,1,1,1,1
91050,3,3,2,3,1,2,1,4,4,3,2,1,1,1
4178,1,1,5,5,1,3,1,3,3,1,1,1,1,1
19821,3,5,3,5,5,1,3,3,1,5,2,2,3,1
41333,1,5,3,4,4,4,1,3,1,2,2,2,3,1
25102,5,1,5,3,1,1,1,3,1,3,1,1,1,5
48658,4,2,1,3,3,2,3,4,4,4,1,1,1,1
88319,1,2,2,2,1,2,5,1,2,5,1,1,1,1
133888,3,2,4,3,2,3,2,1,5,5,1,1,1,1
79517,2,4,3,3,5,4,5,2,2,2,2,2,2,1
52847,3,3,3,2,5,5,4,1,5,4,1,2,2,1
76289,4,1,2,3,3,5,4,4,1,1,1,1,1,1
25801,5,1,5,5,3,1,5,5,3,1,1,1,1,3
131483,1,2,2,1,3,3,2,3,5,1,1,1,1,1
57973,2,1,1,5,2,4,1,2,1,2,1,1,1,1
123508,5,4,4,2,3,2,5,4,3,4,1,2,3,1
73545,2,4,4,3,2,2,4,4,3,4,2,3,3,1
46696,2,4,3,5,4,2,5,4,3,2,2,2,3,1
673,1,1,1,3,1,5,5,5,3,5,1,1,1,1
54770,3,5,1,3,4,2,1,4,1,4,3,1,1,1
112377,4,2,2,3,4,3,1,4,1,4,1,1,1,1
87092,3,5,2,4,3,2,1,2,5,5,1,1,2,1
46824,3,2,5,2,5,2,1,2,1,1,1,1,2,1
45934,2,1,2,2,4,4,5,1,4,2,1,1,1,1
76638,3,4,1,2,4,1,2,3,5,2,1,1,1,1
111080,2,3,3,4,4,1,3,3,2,4,1,2,2,1
116411,4,3,1,5,1,3,5,5,2,1,1,1,1,1
112850,2,1,4,1,5,3,2,1,1,2,1,1,1,1
21651,5,1,1,1,1,3,5,5,1,3,1,1,1,2
72950,2,1,2,5,5,4,2,3,2,4,1,1,1,1
57990,4,3,5,3,3,3,2,5,1,4,2,2,3,1
120540,2,5,5,2,5,1,3,5,4,3,3,4,5,1
91505,4,2,4,1,2,3,5,5,3,2,1,2,2,1
134461,3,4,1,3,1,3,1,3,1,4,3,1,1,1
78183,5,1,3,3,5,4,3,2,3,5,1,1,1,1
77882,2,5,2,2,4,4,2,3,1,1,3,2,2,1
41496,4,1,2,2,1,5,1,1,1,1,1,1,1,2
133740,2,2,5,1,3,4,1,5,2,5,1,1,1,1
17270,3,5,1,1,5,3,3,3,1,1,2,1,1,1
10041,3,1,3,5,1,1,5,1,1,3,1,1,1,5
72288,3,4,4,4,2,5,5,2,5,4,1,2,3,1
106790,4,1,5,3,3,5,5,5,4,4,1,1,1,1
14773,3,3,3,5,1,1,5,1,3,5,1,1,2,1
74503,5,2,4,3,4,2,1,5,4,3,1,1,2,1
26748,5,3,1,3,1,5,3,3,3,1,1,1,1,1
7895,3,1,1,1,5,5,3,5,1,3,1,1,1,3
99674,3,1,3,4,2,4,2,5,1,4,1,1,1,1
134965,1,4,2,2,4,5,5,2,1,3,2,1,1,1
101922,4,2,5,3,3,1,5,5,2,4,1,2,2,1
130066,2,4,5,2,5,3,1,3,3,2,1,3,4,1
35064,5,5,5,5,1,3,5,5,1,5,2,4,5,1
22852,5,1,1,5,3,5,1,3,3,1,1,1,1,3
82850,2,2,1,1,5,1,5,1,5,5,1,1,1,1
118445,1,5,5,1,5,5,5,1,2,1,2,4,5,1
10027,3,1,3,5,1,1,3,3,1,5,1,1,1,3
10042,3,1,3,5,1,1,5,1,3,3,1,1,1,5
24255,5,1,3,5,3,1,1,5,3,3,1,1,1,5
4204,1,1,5,5,1,3,3,5,3,5,1,1,1,1
49791,1,2,2,3,2,5,2,4,2,1,1,1,1,1
90059,5,5,5,1,5,4,2,4,3,1,2,3,5,1
16176,3,3,5,3,5,1,1,5,1,1,1,2,3,1
137635,3,1,2,2,2,3,5,4,4,4,1,1,1,1
113922,2,5,5,5,2,2,2,3,1,1,2,3,4,1
90310,4,4,5,4,2,3,4,4,3,2,2,4,4,1
78099,3,5,5,2,1,1,5,3,3,4,3,4,4,1
90724,2,3,2,5,2,2,5,2,3,5,1,1,2,1
30376,5,3,5,5,1,5,1,3,3,1,2,2,3,1
38086,3,1,5,3,1,1,4,2,4,1,1,1,1,1
60129,5,2,2,5,2,2,4,4,2,4,1,1,1,1
129654,5,1,1,1,4,3,1,5,1,2,1,1,1,1
95372,5,4,2,4,3,3,5,3,4,2,2,1,1,1
107272,5,1,2,3,1,4,3,5,3,1,1,1,1,1
74166,5,4,3,1,4,1,5,2,1,3,2,2,2,1
94736,5,1,4,2,3,2,3,5,2,2,1,1,1,1
50209,1,2,4,2,3,2,3,1,2,4,1,1,1,1
42724,3,5,3,2,4,2,5,3,4,2,2,2,2,1
107226,2,1,5,2,4,5,3,2,5,5,1,1,1,1
85082,4,5,3,1,5,1,5,3,5,1,1,2,3,1
76798,3,3,4,3,2,4,1,1,3,2,1,2,2,1
83767,3,4,1,3,3,3,3,4,3,4,2,1,1,1
103378,5,3,5,1,1,2,4,3,4,3,2,2,2,1
10117,3,1,3,5,1,5,1,1,3,5,1,1,1,4
10552,3,1,5,1,1,1,3,1,1,1,1,1,1,3
104509,5,5,3,3,2,4,3,5,4,4,3,2,2,1
55554,3,2,5,5,5,5,1,2,1,1,1,1,2,1
17878,3,5,1,3,5,5,5,5,5,3,2,1,1,1
18020,3,5,1,5,1,5,3,1,3,5,2,1,1,1
129856,2,5,4,4,2,4,3,2,5,1,2,3,3,1
51156,1,2,1,1,3,2,4,2,5,3,1,1,1,1
125085,2,2,2,2,4,5,3,2,1,1,1,1,1,1
33730,5,5,3,5,3,5,5,3,3,5,2,2,3,1
125837,3,3,1,1,5,5,5,4,2,1,1,1,1,1
42768,3,4,5,3,5,2,1,5,3,3,1,3,4,1
95293,2,1,3,5,5,5,4,3,2,1,1,1,1,1
140512,5,5,2,2,5,4,3,1,3,2,1,1,2,1
61547,4,1,3,1,5,4,2,3,1,2,1,1,1,1
133161,2,3,5,2,3,5,3,1,4,1,1,2,2,1
77395,2,1,2,5,4,2,4,1,1,5,1,1,1,1
69974,5,5,1,4,1,5,5,4,5,1,1,1,1,1
64986,2,4,2,4,1,3,2,3,5,1,1,1,2,1
37013,2,1,4,1,2,1,5,2,3,3,1,1,1,1
119842,3,2,4,5,1,1,3,4,2,4,1,1,1,1
45569,2,5,1,5,1,4,4,3,2,4,3,1,1,1
141864,1,1,2,5,1,1,3,4,4,5,1,1,1,1
59531,4,5,2,3,1,1,2,5,2,3,1,2,2,1
139849,4,2,4,1,1,4,2,5,4,1,2,1,2,1
44582,4,3,4,2,3,3,2,1,3,3,1,2,3,1
11726,3,1,5,5,1,5,3,3,1,1,1,1,1,3
98973,5,5,5,1,2,1,4,1,1,3,2,3,4,1
41515,4,5,4,4,2,4,5,3,5,2,1,3,3,1
59954,5,2,2,4,2,5,5,3,3,4,1,1,1,1
30095,5,3,5,3,5,1,1,5,1,1,1,2,3,1
16025,3,3,5,3,3,1,5,1,1,3,2,3,3,1
70371,2,5,5,2,5,4,2,4,5,2,1,3,5,1
132516,5,3,4,5,1,1,4,5,5,4,1,2,2,1
40383,2,4,2,1,5,4,5,3,2,3,1,1,1,1
14007,3,3,3,1,3,5,3,3,5,3,1,2,2,1
49725,3,2,1,2,2,2,5,3,1,3,1,1,1,1
139579,5,1,5,3,2,3,3,1,5,2,1,1,1,1
7807,3,1,1,1,5,3,1,3,5,5,1,1,1,3
110380,1,5,2,3,2,3,4,4,4,5,2,1,1,1
45024,5,4,2,3,2,1,4,3,3,4,2,1,1,1
86522,3,5,3,2,2,1,3,2,5,1,2,3,3,1
133288,2,1,2,5,1,1,3,3,3,5,1,1,1,2
138281,4,3,5,5,3,2,3,1,1,2,2,3,3,1
35241,5,5,5,5,3,3,5,3,1,5,2,4,5,1
138284,5,2,1,5,2,1,1,5,1,3,1,1,1,1
1320,1,1,1,5,3,5,1,3,3,3,1,1,1,1
121167,3,2,2,2,2,1,4,4,4,5,1,1,1,1
62437,4,3,5,1,5,3,3,1,4,3,1,2,3,1
35302,5,5,5,5,3,5,5,3,3,3,2,4,5,1
76680,5,3,1,1,5,4,1,2,4,4,1,1,1,1
95231,2,2,5,2,4,3,4,1,4,5,1,1,2,1
110644,3,4,3,1,4,2,5,1,4,5,2,2,2,1
79788,3,1,3,5,2,5,5,2,4,4,1,1,1,1
123031,4,3,3,1,5,4,4,3,4,5,1,1,2,1
101733,2,3,5,1,1,5,4,4,5,4,2,2,3,1
74,1,1,1,1,1,3,3,5,1,1,1,1,1,1
104017,3,5,3,2,4,2,5,2,3,2,2,3,3,1
46886,4,5,2,2,1,2,1,3,1,1,2,2,2,1
25451,5,1,5,3,5,1,3,5,1,1,1,1,1,3
16457,3,3,5,5,1,5,1,3,1,3,2,2,3,1
34431,5,5,5,3,1,1,1,3,1,3,4,4,5,1
24757,5,1,5,1,3,1,1,1,5,3,1,1,1,3
126516,4,5,1,4,3,5,4,3,2,1,2,1,1,1
133147,1,1,4,5,4,1,2,5,3,5,1,1,1,1
1169,1,1,1,5,1,5,3,3,5,5,1,1,1,1
4425,1,1,5,5,3,5,1,5,5,5,1,1,1,1
21322,3,5,5,5,3,5,1,5,3,3,2,4,5,1
84390,1,1,5,3,1,4,1,2,4,1,1,1,1,1
127946,5,3,2,4,4,4,1,2,5,5,1,1,1,1
122504,1,2,3,2,2,2,3,3,2,1,1,1,2,1
17316,3,5,1,1,5,5,1,3,5,1,2,1,1,1
61942,4,1,3,4,4,5,5,1,5,1,1,1,1,2
18177,3,5,1,5,3,5,1,1,1,5,1,1,1,1
18042,3,5,1,5,1,5,5,1,5,5,2,1,1,1
36748,2,4,3,1,5,5,5,1,5,2,2,2,2,1
56045,2,4,5,2,5,4,2,5,4,1,2,3,4,1
41136,2,2,2,3,4,2,1,2,2,1,1,1,1,1
117761,3,5,5,3,3,3,2,2,1,3,2,3,4,1
29547,5,3,5,1,3,5,5,5,1,5,1,2,3,1
140116,5,4,1,3,5,4,5,5,1,3,2,1,1,1
41780,3,3,5,4,2,5,1,1,3,3,2,2,3,1
89258,3,1,4,1,2,4,5,4,2,2,1,1,1,1
137599,4,2,1,2,5,1,5,2,3,2,1,1,1,1
23206,5,1,3,1,1,5,3,1,3,5,1,1,1,4
60533,5,5,5,4,5,3,5,5,4,5,2,3,4,1
32154,5,5,1,5,3,5,5,1,3,5,2,1,1,1
89188,5,2,4,5,3,4,2,5,3,3,1,1,1,1
110319,3,4,3,1,3,1,5,3,2,2,2,2,2,1
21439,3,5,5,5,5,3,3,1,1,3,2,4,5,1
67200,2,3,4,2,3,5,4,4,5,5,1,2,3,1
26849,5,3,1,3,3,3,1,3,1,5,1,1,1,1
3840,1,1,5,3,3,3,1,1,5,1,1,1,1,1
108994,2,2,3,3,3,2,4,5,4,2,1,1,2,1
13554,3,3,1,5,5,1,3,3,5,1,1,1,1,1
2903,1,1,3,5,3,5,3,3,1,3,1,1,1,1
68543,2,5,1,1,2,4,2,5,3,1,2,1,1,1
72552,2,1,1,2,5,5,3,1,2,2,1,1,1,1
89062,5,3,1,1,1,3,2,1,3,2,1,1,1,1
70043,4,1,5,4,2,4,2,2,5,1,1,1,1,1
13308,3,3,1,5,1,5,3,3,1,1,1,1,1,1
38146,3,2,2,2,3,2,1,4,3,2,1,1,1,1
12636,3,3,1,1,5,5,5,5,1,3,1,1,1,1
85860,4,1,2,2,5,3,2,5,1,5,1,1,1,1
54100,2,3,1,2,1,1,1,2,1,4,3,1,1,1
73912,5,2,3,3,4,2,1,3,5,3,1,1,1,1
17503,3,5,1,3,1,5,3,3,1,5,2,1,1,1
64952,1,1,4,1,5,5,1,1,5,2,1,1,1,1
113750,5,2,4,1,5,2,1,2,1,3,1,1,1,1
35281,5,5,5,5,3,5,3,3,3,3,2,4,5,1
126339,2,3,3,4,4,2,4,2,3,5,2,2,2,1
117714,4,5,4,3,2,4,4,5,4,3,3,4,4,1
99705,4,2,2,5,3,2,1,5,4,1,1,1,1,1
64041,4,1,2,1,4,3,5,1,2,5,1,1,1,1
59378,2,2,3,2,2,1,5,5,4,1,1,1,1,1
116623,3,5,2,5,1,5,1,5,1,2,3,1,2,1
48445,4,4,3,2,3,3,3,1,2,3,2,2,2,1
123008,1,1,3,5,2,4,5,5,2,4,1,1,1,1
7670,3,1,1,1,3,3,5,5,1,3,1,1,1,3
100271,1,3,4,2,4,4,3,4,2,2,1,2,2,1
33846,5,5,3,5,5,3,5,5,1,5,2,2,3,1
97593,5,2,4,3,1,5,1,2,2,2,1,1,2,1
108407,3,2,4,1,4,3,3,5,3,4,2,1,2,1
32350,5,5,3,1,1,1,1,5,5,1,3,2,3,1
15930,3,3,5,3,1,5,1,1,3,3,2,2,3,1
83043,1,5,1,2,5,2,5,5,2,3,1,1,1,1
35992,3,5,2,3,2,3,5,2,4,3,3,2,2,1
31739,5,5,1,3,5,3,3,3,1,1,2,1,1,1
123795,3,5,2,1,3,4,3,1,2,4,2,1,2,1
90556,2,3,1,4,5,1,4,1,3,1,1,1,1,1
57894,3,4,5,4,4,4,5,4,4,5,3,3,4,1
135910,2,2,2,3,2,2,3,5,5,5,1,1,1,1
9824,3,1,3,3,5,1,1,3,1,5,1,1,1,3
117117,5,5,1,4,4,5,5,2,1,2,2,1,1,1
78502,3,2,5,5,2,5,2,4,2,4,2,2,2,1
128136,5,2,2,5,1,1,1,3,3,4,1,1,1,1
45552,1,3,3,3,5,5,4,2,4,5,1,2,2,1
49008,2,3,1,5,5,2,1,3,1,4,2,1,1,1
78428,4,5,3,1,1,5,1,2,2,2,2,2,2,1
11648,3,1,5,5,1,3,1,1,3,3,1,1,1,5
41314,5,5,5,5,2,4,2,1,4,2,2,3,4,1
66471,3,2,2,5,3,3,1,3,1,5,1,1,1,1
32783,5,5,3,1,5,3,3,1,5,5,2,2,3,1
69592,4,2,1,4,5,4,2,2,2,5,1,1,1,1
131936,4,3,3,5,1,5,3,1,5,2,1,1,1,1
112966,2,5,5,4,4,1,5,3,2,3,2,4,5,1
75206,2,2,1,2,3,5,4,2,4,1,1,1,1,1
36879,1,4,2,1,5,4,2,5,3,4,2,1,1,1
9773,3,1,3,3,3,5,3,1,1,3,1,1,1,4
84471,1,1,2,3,4,2,4,4,3,1,1,1,1,1
41579,2,3,1,1,2,2,1,2,4,2,2,1,1,1
30814,5,5,1,1,1,1,5,1,3,3,2,1,1,1
12202,3,3,1,1,1,3,3,3,5,1,1,1,1,1
20565,3,5,5,3,1,3,1,3,5,1,3,4,5,1
24978,5,1,5,1,5,1,5,5,3,1,1,1,1,3
97634,4,5,3,5,2,1,5,2,3,1,3,2,2,1
22241,5,1,1,3,3,1,3,1,3,3,1,1,1,5
119177,5,4,3,2,3,2,1,5,1,4,2,2,2,1
89759,5,3,3,4,3,4,2,4,3,5,1,1,2,1
118843,5,1,1,1,1,3,5,5,2,3,1,1,1,1
82921,2,3,2,4,1,1,1,1,2,2,1,1,1,1
132693,2,1,2,3,3,5,4,4,4,2,1,1,1,1
72233,3,1,3,4,4,5,4,4,4,5,1,1,1,2
68772,1,2,1,3,1,4,4,1,5,2,1,1,1,1
85713,2,5,1,3,5,5,1,2,1,3,3,1,1,1
88139,4,1,3,2,2,1,2,1,5,1,1,1,1,1
41076,4,5,4,4,1,3,3,5,5,2,1,3,3,1
118521,5,3,1,4,1,1,2,4,3,1,1,1,1,1
13949,3,3,3,1,3,3,3,3,1,5,1,2,2,1
31790,5,5,1,3,5,5,3,1,3,3,2,1,1,1
21192,3,5,5,5,1,5,5,3,5,5,2,4,5,1
16544,3,3,5,5,3,1,5,3,3,5,2,3,3,1
82064,3,5,3,4,2,3,1,5,2,2,3,2,3,1
99622,5,5,1,4,5,4,5,5,1,3,3,1,1,1
98682,5,2,4,2,2,5,4,2,1,1,1,1,1,1
52503,2,3,3,2,3,2,4,2,2,1,1,2,2,1
6050,1,3,3,3,3,1,3,5,3,1,1,1,2,1
17882,3,5,1,5,1,1,1,3,1,5,3,1,1,1
12409,3,3,1,1,3,5,1,1,1,5,1,1,1,1
108912,1,4,5,4,3,3,4,5,2,1,1,3,4,1
11070,3,1,5,3,1,1,1,5,3,1,1,1,1,3
83371,3,5,1,3,3,4,2,2,3,2,2,1,1,1
65766,4,3,2,1,2,5,4,2,2,1,1,1,1,1
23012,5,1,1,5,5,5,1,1,1,1,1,1,1,3
97489,3,4,4,2,1,5,1,1,2,5,3,2,3,1
78996,4,5,5,3,3,3,3,3,2,1,2,3,4,1
67270,4,5,4,3,2,3,3,5,1,2,2,3,4,1
104419,3,1,3,3,2,5,5,2,4,1,1,1,1,1
7627,3,1,1,1,3,3,1,3,3,1,1,1,1,3
118063,4,4,5,1,2,2,3,5,5,4,1,3,4,1
44532,5,5,4,5,3,4,4,4,2,2,1,2,3,1
17848,3,5,1,3,5,5,3,3,1,5,2,1,1,1
75451,4,4,3,4,2,5,2,2,2,2,2,2,2,1
65001,3,2,2,2,2,3,1,5,3,1,1,1,1,1
25465,5,1,5,3,5,1,5,1,5,5,1,1,1,3
122112,5,1,5,2,5,2,3,5,4,1,1,1,1,1
84424,2,5,4,2,2,4,2,1,3,3,2,3,4,1
118203,2,3,1,2,3,4,2,4,5,1,1,1,1,1
62935,5,5,5,2,3,5,2,2,5,3,1,3,5,1
49659,5,1,4,5,3,1,1,1,3,5,1,1,1,1
57949,3,2,5,4,5,4,3,1,3,1,1,1,2,1
76134,5,3,1,5,4,1,2,1,4,4,1,1,1,1
4420,1,1,5,5,3,5,1,5,1,3,1,1,1,1
16180,3,3,5,3,5,1,1,5,5,3,2,2,3,1
96059,1,5,1,5,3,2,2,4,1,3,2,1,1,1
121189,1,4,5,3,4,4,3,3,4,4,2,3,4,1
48989,1,5,1,1,4,3,5,4,2,5,1,1,1,1
36353,3,2,2,3,5,2,2,2,5,1,1,1,1,1
42821,4,2,3,4,1,3,2,2,1,2,2,1,1,1
818,1,1,1,3,3,5,3,1,5,5,1,1,1,1
71103,4,4,1,2,4,2,5,4,5,3,1,1,1,1
87281,5,3,5,4,4,2,4,2,3,1,1,2,3,1
51215,3,4,2,1,4,2,5,4,1,3,2,2,2,1
18231,3,5,1,5,3,5,5,5,3,5,2,1,1,1
74491,4,5,2,4,3,1,5,3,1,1,3,2,2,1
31166,5,5,1,1,5,1,5,1,3,3,2,1,1,1
69393,1,1,3,4,5,5,1,3,1,3,1,1,1,1
106279,2,4,3,1,2,4,5,2,1,5,2,2,3,1
65858,5,2,4,1,1,4,1,1,4,4,2,1,2,1
115752,2,2,5,5,4,5,4,3,5,1,1,2,2,1
92693,5,1,2,1,2,3,4,3,4,1,1,1,1,1
124951,4,4,2,2,5,4,2,5,4,4,2,1,1,1
62318,3,5,3,3,5,3,2,3,3,5,3,2,3,1
55999,4,3,4,3,1,5,2,5,2,2,2,2,2,1
103889,2,3,5,2,4,1,5,5,3,5,2,2,3,1
37499,1,1,4,5,1,2,4,2,3,1,1,1,1,1
79043,3,4,4,5,2,3,1,4,3,1,1,2,3,1
31250,5,5,1,1,5,5,1,3,3,3,2,1,1,1
71930,5,1,5,3,1,1,1,3,5,1,1,1,1,1
126041,1,2,2,5,2,4,4,4,2,1,1,1,1,1
8613,3,1,1,5,3,1,1,3,3,1,1,1,1,3
39434,5,5,2,2,5,1,2,5,5,2,1,1,1,1
60100,2,1,2,5,4,5,4,1,3,5,1,1,1,1
16718,3,3,5,5,5,1,5,3,5,1,1,3,3,1
40934,2,1,4,4,5,3,5,4,4,5,1,1,1,2
84155,2,5,4,2,4,5,2,2,5,2,1,3,3,1
41576,4,3,1,5,5,2,3,2,3,4,1,1,1,1
49055,2,5,5,2,5,4,3,5,1,1,3,3,5,1
84599,4,1,4,2,2,5,4,2,3,3,1,1,1,1
32364,5,5,3,1,1,1,3,3,3,3,2,2,3,1
60476,3,2,5,5,1,1,5,1,4,2,1,1,2,1
26732,5,3,1,3,1,5,1,5,1,5,2,1,1,1
48367,5,1,1,3,4,4,3,5,1,5,1,1,1,1
72748,4,4,1,5,1,5,5,2,5,4,1,1,1,1
50906,2,4,1,1,1,3,3,5,1,2,3,1,1,1
130213,4,5,3,5,4,1,2,1,4,3,2,2,3,1
59218,4,3,2,4,5,4,4,4,2,2,2,1,1,1
140597,2,3,1,2,3,1,2,4,2,2,1,1,1,1
124284,5,3,5,1,4,2,2,3,1,2,1,2,3,1
13900,3,3,3,1,3,1,3,3,5,3,2,2,2,1
27212,5,3,1,5,1,3,3,1,3,5,1,1,1,1
95174,4,5,3,3,1,5,4,4,5,1,1,2,3,1
25505,5,1,5,3,5,3,3,3,3,5,1,1,1,3
115864,1,5,2,3,1,3,1,1,3,2,2,1,2,1
68807,3,5,2,1,5,4,3,5,2,1,1,2,2,1
